0,,0,,0,,0,,0,,0,0,0,False,0.00473403930664
0,,0,,0,,0,,0,,0,0,0,False,0.255114078522
0,,0,,0,,0,,0,,0,0,0,False,0.505105018616
0,,0,,0,,0,,0,,0,0,0,False,0.75509595871
0,,0,,0,,0,,0,,0,0,0,False,1.0050740242
0,,0,,0,,0,,0,,0,0,0,False,1.25513410568
0,,0,,0,,0,,0,,0,0,0,False,1.50509405136
0,,0,,0,,0,,0,,0,0,0,False,1.75508713722
2,EC98,0,ED7C,1,,0,,0,,0,980,308,False,2.00511407852
2,EC98,0,ED7C,1,,0,,0,,0,980,308,False,2.25513291359
2,EC98,0,ED7C,1,,0,,0,,0,980,308,False,2.50514698029
2,EC98,0,ED7C,1,,0,,0,,0,980,308,False,2.75513100624
2,EC98,0,ED7C,1,,0,,0,,0,980,308,False,3.00508499146
2,EC98,0,ED7C,1,,0,,0,,0,980,308,False,3.25509095192
2,EC98,0,ED7C,1,,0,,0,,0,980,308,False,3.50511598587
1,ED7C,1,,0,,0,,0,,0,0,0,True,3.75507497787
2,EC98,0,ED7C,6,,0,,0,,0,980,304,False,4.00508594513
3,DBC9,0,E2BA,1,ED7C,2,,0,,0,953,232,False,4.25513100624
2,DBC9,0,E2BA,0,,0,,0,,0,0,0,True,4.50509309769
2,DCF5,0,D99B,5,,0,,0,,0,814,140,False,4.75510001183
2,DCF5,5,D99B,0,,0,,0,,0,725,140,False,5.00510406494
2,DE21,0,DCF5,5,,0,,0,,0,674,140,False,5.25511312485
4,DE21,2,D762,1,D253,0,DCF5,0,,0,608,209,False,5.50508999825
2,D762,6,D253,0,,0,,0,,0,584,280,False,5.75514292717
2,D762,2,D557,3,,0,,0,,0,560,370,False,6.00509095192
3,D762,0,D557,6,DAB9,0,,0,,0,588,391,False,6.25513911247
3,D860,2,D557,1,DAB9,0,,0,,0,585,470,False,6.50508904457
1,D860,6,,0,,0,,0,,0,0,0,True,6.75512313843
3,D860,2,D454,2,E62F,1,,0,,0,537,700,False,7.00508904457
2,D454,0,E174,0,,0,,0,,0,0,0,True,7.25511813164
1,E2B0,0,,0,,0,,0,,0,0,0,True,7.50509810448
2,E2B0,5,D992,0,,0,,0,,0,280,674,False,7.75509595871
3,E2B0,2,DE11,0,D992,2,,0,,0,255,649,False,8.00508499146
3,DE11,0,D992,1,D75A,1,,0,,0,187,587,False,8.25510811806
4,D992,0,ED84,0,E757,2,D75A,1,,0,188,489,False,8.50510501862
2,ED84,0,E757,2,,0,,0,,0,168,420,False,8.75496697426
2,DBD1,1,ED84,0,,0,,0,,0,280,370,False,9.00509595871
2,DBD1,6,ED84,0,,0,,0,,0,280,304,False,9.25510406494
2,D660,3,DBD1,1,,0,,0,,0,280,304,False,9.50509309769
2,D660,3,DBD1,1,,0,,0,,0,362,280,False,9.75512003899
1,D660,6,,0,,0,,0,,0,0,0,True,10.0050859451
3,D660,0,D762,3,D557,2,,0,,0,546,325,False,10.255147934
2,D762,1,D557,6,,0,,0,,0,560,350,False,10.5051209927
1,D557,6,,0,,0,,0,,0,0,0,True,10.7551131248
3,D860,3,D557,0,D668,2,,0,,0,605,546,False,11.0051019192
1,D860,1,,0,,0,,0,,0,0,0,True,11.2551329136
2,D668,2,D2CA,2,,0,,0,,0,700,610,False,11.5051190853
4,E512,2,D668,0,D2CA,0,D44C,1,,0,791,630,False,11.7551131248
98,,0,,0,,0,,0,,0,0,0,True,12.0050899982
3,E512,2,D44C,1,E51B,0,,0,,0,866,652,False,12.2551190853
2,EAD1,5,EC98,0,,0,,0,,0,980,534,False,12.5051329136
2,EAD1,0,EC98,6,,0,,0,,0,980,444,False,12.7551109791
2,ECA0,0,EC98,6,,0,,0,,0,1004,420,False,13.0051040649
3,ECA0,0,EC98,6,ED7C,0,,0,,0,1008,391,False,13.2551219463
3,ECA0,0,EC98,6,ED7C,0,,0,,0,1008,391,False,13.5050871372
2,ECA0,0,EC98,6,,0,,0,,0,1004,420,False,13.7550990582
3,ECA0,0,EC98,6,ED7C,0,,0,,0,1008,391,False,14.0050871372
