2,E2BA,6,ED7C,0,,0,,0,,0,980,164,False,152.515654802
2,E2BA,6,ED7C,0,,0,,0,,0,980,164,False,152.515863895
2,E2BA,6,ED7C,0,,0,,0,,0,980,164,False,152.766224861
1,E2BA,6,,0,,0,,0,,0,0,0,True,153.016227961
1,E2BA,1,,0,,0,,0,,0,0,0,True,153.266220808
1,E770,1,,0,,0,,0,,0,0,0,True,153.516228914
1,E770,4,,0,,0,,0,,0,0,0,True,153.766223907
1,E770,4,,0,,0,,0,,0,0,0,True,154.016224861
2,E770,1,EAC9,2,,0,,0,,0,747,0,False,154.266222
2,E770,0,EAC9,1,,0,,0,,0,728,0,False,154.516247988
2,EAC9,3,E17F,3,,0,,0,,0,630,0,False,154.766222
98,,0,,0,,0,,0,,0,0,0,True,155.016252995
2,EAC9,0,E17F,1,,0,,0,,0,588,0,False,155.266215801
2,DE21,5,D762,2,,0,,0,,0,560,210,False,155.516266823
3,DE21,0,D762,4,D253,0,,0,,0,592,247,False,155.766232014
3,D762,0,D253,0,D557,2,,0,,0,588,332,False,156.016233921
2,D762,1,D557,6,,0,,0,,0,560,350,False,156.266232014
3,D860,0,D557,2,E2A8,2,,0,,0,509,444,False,156.516266823
2,E174,1,E2A8,4,,0,,0,,0,420,465,False,156.766246796
4,D992,0,E2A8,1,E174,0,ED84,2,,0,344,466,False,157.016201973
2,D992,0,ED84,6,,0,,0,,0,280,444,False,157.266219854
3,DBD1,0,E757,1,D55F,0,,0,,0,169,329,False,157.516265869
3,DBD1,0,ED84,0,E757,0,,0,,0,246,386,False,157.766243935
2,DBD1,0,E887,0,,0,,0,,0,0,0,True,158.016216993
2,E887,1,D871,6,,0,,0,,0,210,140,False,158.266218901
2,D871,6,E768,0,,0,,0,,0,280,115,False,158.516229868
4,D871,0,E2C2,0,E768,0,DE19,1,,0,368,88,False,158.766254902
1,DE19,3,,0,,0,,0,,0,0,0,True,159.016222
4,DE21,3,E2C2,0,DE19,0,E17F,0,,0,514,76,False,159.266217947
1,DE21,6,,0,,0,,0,,0,0,0,True,159.516256809
3,DE21,1,D762,1,D253,0,,0,,0,587,232,False,159.766220808
2,D762,6,D253,0,,0,,0,,0,584,280,False,160.016216993
4,D762,1,D253,0,D557,1,DAB9,1,,0,627,350,False,160.266217947
2,D557,0,DAB9,6,,0,,0,,0,675,420,False,160.516246796
4,DAB1,0,D668,0,DAB9,3,D44C,0,,0,741,461,False,160.766239882
2,DAB1,4,D44C,0,,0,,0,,0,840,446,False,161.016216993
2,DAB1,1,EC98,3,,0,,0,,0,933,420,False,161.266229868
2,DAB1,0,EC98,6,,0,,0,,0,933,420,False,161.516246796
2,DAB1,0,EC98,6,,0,,0,,0,955,420,False,161.766241789
3,EBC4,0,EC98,1,ED7C,6,,0,,0,992,315,False,162.016238928
