2,E2BA,6,ED7C,0,,0,,0,,0,980,164,False,11.0017719269
2,E2BA,6,ED7C,0,,0,,0,,0,980,164,False,11.0020589828
2,E2BA,6,ED7C,0,,0,,0,,0,980,164,False,11.2523918152
2,E2BA,6,ED7C,0,,0,,0,,0,980,164,False,11.5024058819
1,E649,1,,0,,0,,0,,0,0,0,True,11.7524068356
3,E770,1,E649,4,E2BA,0,,0,,0,937,18,False,12.0023739338
2,E770,1,E649,0,,0,,0,,0,930,0,False,12.2523548603
1,E770,4,,0,,0,,0,,0,0,0,True,12.5023958683
2,E770,0,EAC9,3,,0,,0,,0,727,0,False,12.7523949146
1,EAC9,4,,0,,0,,0,,0,0,0,True,13.0023488998
2,EAC9,0,E17F,4,,0,,0,,0,586,0,False,13.2523739338
2,DE21,3,E17F,2,,0,,0,,0,560,78,False,13.5023868084
1,DE21,6,,0,,0,,0,,0,0,0,True,13.752396822
3,DE21,3,D762,2,D253,0,,0,,0,570,280,False,14.0023570061
2,D762,6,D253,0,,0,,0,,0,584,280,False,14.2523958683
3,D762,2,D557,1,DAB9,0,,0,,0,585,369,False,14.5023858547
2,D557,6,E2A8,2,,0,,0,,0,490,420,False,14.7523958683
4,D860,0,E174,1,D557,0,E2A8,2,,0,468,489,False,15.002352953
4,D860,0,E174,1,D557,0,E2A8,2,,0,468,489,False,15.2523989677
98,,0,,0,,0,,0,,0,0,0,True,15.5023658276
2,D992,0,ED84,6,,0,,0,,0,280,444,False,15.7523899078
2,D992,0,ED84,6,,0,,0,,0,280,444,False,16.002393961
4,DBD1,0,ED84,1,E757,2,D55F,2,,0,205,354,False,16.2523989677
2,DBD1,0,D55F,5,,0,,0,,0,165,280,False,16.5023519993
4,E887,2,D55F,0,D871,2,DBD1,0,,0,207,186,False,16.7523949146
2,D871,5,E887,0,,0,,0,,0,254,140,False,17.0023658276
3,D871,3,E768,1,DE19,0,,0,,0,302,95,False,17.252396822
3,D871,0,E2C2,2,DE19,2,,0,,0,395,89,False,17.502384901
2,E2C2,1,DE19,3,,0,,0,,0,420,93,False,17.7523798943
2,DE21,4,DE19,0,,0,,0,,0,533,140,False,18.0023880005
2,DE21,4,DE19,0,,0,,0,,0,533,140,False,18.252396822
3,DE21,1,D762,5,D253,0,,0,,0,572,241,False,18.502384901
2,D253,0,D557,1,,0,,0,,0,0,0,True,18.7523779869
4,D762,0,D253,0,D557,1,DAB9,3,,0,643,369,False,19.0023698807
1,DAB9,6,,0,,0,,0,,0,0,0,True,19.2524118423
3,DAB1,3,DAB9,0,D44C,0,,0,,0,805,454,False,19.5023708344
1,DAB1,6,,0,,0,,0,,0,0,0,True,19.7523989677
2,DAB1,1,EC98,0,,0,,0,,0,868,420,False,20.0023808479
1,EC98,0,,0,,0,,0,,0,0,0,True,20.2524189949
2,EBC4,0,ED7C,6,,0,,0,,0,1004,280,False,20.5023629665
