2,E2BA,6,ED7C,1,,0,,0,,0,980,210,False,116.734839916
2,E2BA,6,ED7C,1,,0,,0,,0,980,210,False,116.735249996
2,E2BA,6,ED7C,1,,0,,0,,0,980,210,False,116.985596895
2,E2BA,6,ED7C,0,,0,,0,,0,980,164,False,117.235631943
1,E2BA,5,,0,,0,,0,,0,0,0,True,117.485615015
2,E649,5,E2BA,0,,0,,0,,0,980,25,False,117.735615015
2,E770,2,E649,2,,0,,0,,0,929,0,False,117.985613823
1,E770,4,,0,,0,,0,,0,0,0,True,118.235594988
2,E770,0,EAC9,2,,0,,0,,0,728,0,False,118.485570908
0,,0,,0,,0,,0,,0,0,0,True,118.735577822
2,EAC9,2,E17F,0,,0,,0,,0,612,0,False,118.985590935
3,DE21,2,EAC9,0,E17F,1,,0,,0,585,50,False,119.235605001
1,DE21,6,,0,,0,,0,,0,0,0,True,119.485592842
2,DE21,3,D762,1,,0,,0,,0,560,186,False,119.735600948
2,D762,6,D253,0,,0,,0,,0,584,280,False,119.985605955
4,D762,3,D253,0,D557,3,DAB9,0,,0,600,353,False,120.235598803
1,D557,6,,0,,0,,0,,0,0,0,True,120.485605955
3,D860,0,E174,0,D557,0,,0,,0,526,526,False,120.735599995
3,D992,0,E174,0,E2A8,3,,0,,0,420,527,False,120.985589981
2,D992,0,E2A8,0,,0,,0,,0,0,0,True,121.235579967
2,ED84,6,E757,2,,0,,0,,0,210,420,False,121.485586882
4,DBD1,0,ED84,0,E757,1,D55F,2,,0,186,344,False,121.735596895
2,DBD1,0,D55F,4,,0,,0,,0,166,280,False,121.985590935
4,E887,3,D55F,0,D871,3,DBD1,0,,0,213,180,False,122.235597849
4,E887,3,D55F,0,D871,3,DBD1,0,,0,213,180,False,122.485620975
2,D871,5,E887,0,,0,,0,,0,254,140,False,122.735597849
2,E768,1,DE19,0,,0,,0,,0,0,0,True,122.985597849
4,D871,0,E2C2,3,E768,0,DE19,2,,0,372,59,False,123.23562479
3,E2C2,2,DE19,2,E17F,0,,0,,0,444,50,False,123.485602856
98,,0,,0,,0,,0,,0,0,0,True,123.735595942
1,D762,2,,0,,0,,0,,0,0,0,True,123.985593796
3,DE21,1,D762,3,D253,0,,0,,0,582,235,False,124.235597849
98,,0,,0,,0,,0,,0,0,0,True,124.485600948
3,D253,0,D557,1,D762,0,,0,,0,589,329,False,124.735596895
1,DAB9,6,,0,,0,,0,,0,0,0,True,124.985608816
3,DAB1,3,DAB9,0,D44C,0,,0,,0,805,454,False,125.235598803
2,DAB1,6,D44C,0,,0,,0,,0,840,444,False,125.485606909
2,DAB1,1,EC98,4,,0,,0,,0,934,420,False,125.735596895
2,EC98,1,ED7C,1,,0,,0,,0,980,372,False,125.985596895
2,EBC4,0,ED7C,6,,0,,0,,0,1004,280,False,126.235610008
